Name EN,Name CN
Angelique Duet (Japan),安琪莉可-二重奏
"AniMates! (USA) (En,Fr)",毛绒乐园
Animal Boxing (USA),动物拳击
"Animal Crossing - Wild World (Europe) (En,Fr,De,Es,It)",动物之森
"Animal Crossing - Wild World (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)",动物之森
Animal Crossing - Wild World (USA),动物之森
Animal Crossing - Wild World (USA) (Rev 1),动物之森
Animal Crossing - Wild World (USA) (Rev 1) (Wii U Virtual Console),动物之森
"Animal Genius (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",动物天赋
Animal Genius (USA),动物天赋
"Animal Kororo (Europe) (En,Fr,De,Es,It)",转转小淘气
"Animal Life - Africa (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",狗瑜珈大师 非洲
"Animal Life - Australia (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",狗瑜珈大师 澳洲
"Animal Life - Dinosaurs (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",狗瑜珈大师 恐龙
"Animal Life - Eurasia (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",狗瑜珈大师 欧亚
"Animal Life - North America (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",狗瑜珈大师 北美
"Animal Paradise (Europe) (En,Fr,De,Es,It,Nl)",动物天堂
"Animal Paradise (USA) (En,Fr,Es)",动物天堂
"Animal Paradise - Wild (USA) (En,Fr,Es)",动物乐园天堂
"Animal Planet - Emergency Vets (Europe) (En,Fr,De,Es,It)",动物星球-宠物急诊室
"Animal Planet - Emergency Vets (USA) (En,Fr)",动物星球-宠物急诊室
Animal Planet - Vet Collection (USA),动物星球-兽医合辑
"Animal Planet - Vet Life (Europe) (En,De,Es,It)",动物星球-兽医生活
Animal Planet - Vet Life (USA),动物星球-兽医生活
"Animal World - Big Cats (Europe) (En,Fr,De,Es,It)",动物世界-大猫
"Animal World - Dinosaurs (Europe) (En,Fr,De,Es,It)",动物世界-恐龙
"Animaniacs - Lights, Camera, Action! (Europe) (En,Fr,De,Es,It)","卡通集锦-灯光,相机,行动！"
"Animaniacs - Lights, Camera, Action! (Europe) (En,Fr,De,Es,It) (Rev 1)","卡通集锦-灯光,相机,行动！"
"Ankh - Curse of the Scarab King (Europe) (En,Es,It,Nl,Pl,Ru)",十字生命章-圣甲虫王的诅咒
"Ankh - Der Fluch des Skarabaeenkoenigs (Germany) (En,Fr,De)",十字生命章-圣甲虫王的诅咒
"Ankh - La Malediction du Roi Scarabee (France) (En,Fr)",十字生命章-圣甲虫王的诅咒
"Anky's Ruiterschool (Europe) (Fr,Nl)",安琪的骑术学校
Anna & die Liebe (Germany),安娜与纯爱
Annie M.G. Schmidt's Pluk van de Petteflet (Netherlands),逮捕比特佛雷德
Annie no Atelier - Sera-tou no Renkinjutsushi (Japan),炼金术士安妮-赛拉岛的炼金术士
"Anno - Create a New World (Europe) (En,Fr,De,Es,It)",创造新世纪
"Anno 1701 - Dawn of Discovery (Europe) (En,Fr,De,Es,It,Nl)",纪元1701-探索的开端
"Anno 1701 - Dawn of Discovery (USA) (En,Fr,Es)",纪元1701-探索的开端
Annyeong! Haemtori - Haemtoriwa BanggaBangga Chingudeul (Korea),嗨-哈姆太郎-哈姆太郎与朋友
Anone DS (Japan) (NDSi Enhanced),你知道DS
Another Code - Futatsu no Kioku (Japan),双重记忆
"Another Code - Two Memories (Europe) (En,Fr,De,Es,It)",异色代码-双重记忆
"Another Time, Another Leaf - Kagami no Naka no Tantei (Japan)",另一个时空-另一个自我-镜中侦探
Anpanman to Asobo - ABC Kyoushitsu (Japan),与面包超人同在-ABC教室
Anpanman to Asobo - Aiueo Kyoushitsu (Japan),面包超人-日语教室
Anpanman to Asobo - Aiueo Kyoushitsu (Japan) (Rev 1),面包超人-日语教室
Anpanman to Asobo - Aiueo Kyoushitsu DX (Japan),面包超人日语教室DX
Anpanman to Asobo - Aiueo Kyoushitsu DX (Japan) (Rev 1),面包超人日语教室DX
Anpanman to Touch de Waku Waku Training (Japan),和面包超人一起练习触摸
"Ant Nation (Europe) (En,Fr,De,Es,It)",蚂蚁王国
"Ant Nation (USA) (En,Fr,Es)",蚂蚁王国
Aodon DS - Hanabi no Kiwami & Hanabi no Takumi (Japan),青动DS-花火之极和花火之匠
"Apassionata (Europe) (En,Fr,De,Es,It)",热情
Apathy - Narugami Gakuen Toshi Densetsu Tantei Kyoku (Japan),鸣神学园都市传说探侦局
"Ape Maia, L' (Italy)",蜜蜂游戏
Apollo Justice - Ace Attorney (Europe),逆转裁判4
"Apollo Justice - Ace Attorney (Europe) (Es,It)",逆转裁判4
"Apollo Justice - Ace Attorney (Europe) (Fr,De)",逆转裁判4
Apollo Justice - Ace Attorney (USA),逆转裁判4
Appare! Shougi Jiisan - Washi to Shoubu ja (Japan),王将！将棋先生！和我决斗吧
Apprends avec Pokemon A la Conquete du Clavier (France),战斗&收服!口袋妖怪打字机DS
Aprende Con Pokemon - Aventura Entre Las Teclas (Spain),战斗&收服!口袋妖怪打字机DS
"Aqua Panic! (Europe) (En,Fr,De,Es,It,Nl,Pt)",水底恐慌
"Aqua Panic! (USA) (En,Fr,Es)",水底恐慌
